StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,av_trust_1_1,av_trust_2_1,av_trust_3_1,av_trust_4_1,av_trust_5_1,Q219_First Click,Q219_Last Click,Q219_Page Submit,Q219_Click Count,vA_sue_AV_1,vB_mnfctr_sue_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q220_First Click,Q220_Last Click,Q220_Page Submit,Q220_Click Count,vA_sue_1,vB_mnfctr_sue_1,vB_driver_sue_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,cruise_familiarity,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,trust_scale_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO
2024-05-09 09:45:42,2024-05-09 09:53:40,0,73.26.158.87,100,478,1,2024-05-09 09:53:41,R_5nDCGfqPvjqghfn,,,,,35.141,-106.711,anonymous,EN,1,2,2,0,36,33,0,80,,,,,,,,,,0,0,69.789,0,100,0,11,100,11,19,2,1,2,0,2,,25,3,,FL_40,Q241|av_trust_3|av_trust_2|av_trust_5|av_trust_1|av_trust_4,,,Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue,Q71|avoid|vA_cntrfctl|vB_cntrfctl
2024-05-09 09:49:54,2024-05-09 09:54:07,0,108.52.96.106,100,252,1,2024-05-09 09:54:07,R_3JENV7vNMfgVzS1,,,,,40.0459,-75.5307,anonymous,EN,1,2,2,15,15,15,15,85,,,,,,,,,,0,0,35.52,0,20,0,5,90,30,5,2,1,2,60,1,,32,4,,FL_40,Q241|av_trust_3|av_trust_4|av_trust_5|av_trust_1|av_trust_2,,,Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue,Q71|vB_cntrfctl|avoid|vA_cntrfctl
2024-05-09 09:50:47,2024-05-09 09:54:14,0,75.176.75.50,100,206,1,2024-05-09 09:54:14,R_5uxLNm4a0Fdy6Ep,,,,,33.9739,-81.2345,anonymous,EN,1,2,2,70,71,70,71,11,0,0,52.423,0,100,0,100,50,70,,,,,,,,,,,1,1,2,70,1,,27,4,,FL_39,Q241|av_trust_3|av_trust_2|av_trust_1|av_trust_4|av_trust_5,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:50:44,2024-05-09 09:54:31,0,165.225.242.168,100,226,1,2024-05-09 09:54:31,R_2HSupxNmeZTPcL6,,,,,37.1835,-121.7714,anonymous,EN,1,2,2,10,12,10,9,89,0,0,27.926,0,100,28,76,69,26,,,,,,,,,,,1,1,2,0,2,,45,7,,FL_39,Q241|av_trust_4|av_trust_5|av_trust_3|av_trust_1|av_trust_2,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:50:54,2024-05-09 09:54:33,0,24.96.150.220,100,218,1,2024-05-09 09:54:34,R_3ojpfzkITnqc67Q,,,,,32.5484,-85.4682,anonymous,EN,1,2,2,29,80,57,60,40,0,0,48.535,0,100,2,100,40,11,,,,,,,,,,,1,1,2,44,1,,49,3,,FL_39,Q241|av_trust_4|av_trust_2|av_trust_5|av_trust_1|av_trust_3,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2024-05-09 09:47:29,2024-05-09 09:54:38,0,139.171.76.6,100,428,1,2024-05-09 09:54:39,R_3GCXgvqNDrGRlq1,,,,,39.587,-75.6112,anonymous,EN,1,2,2,69,72,82,78,75,0,0,22.39,0,76,60,82,75,78,,,,,,,,,,,1,2,1,78,1,,31,4,,FL_39,Q241|av_trust_2|av_trust_1|av_trust_5|av_trust_4|av_trust_3,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV,,
2024-05-09 09:45:30,2024-05-09 09:54:47,0,47.154.63.100,100,556,1,2024-05-09 09:54:47,R_1EhveAE695p6lA2,,,,,34.1059,-117.5859,anonymous,EN,1,2,2,20,10,2,0,95,,,,,,,,,,0,0,64.701,0,80,0,5,100,5,5,2,1,2,10,2,,42,3,,FL_40,Q241|av_trust_1|av_trust_5|av_trust_4|av_trust_3|av_trust_2,,,Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2024-05-09 09:50:59,2024-05-09 09:54:48,0,98.7.126.190,100,228,1,2024-05-09 09:54:48,R_5m9HTFT1RYi5dW9,,,,,40.781,-73.9501,anonymous,EN,1,2,2,40,72,72,71,10,,,,,,,,,,2.172,31.214,32.402,17,80,8,13,100,40,19,2,1,2,51,2,,66,5,,FL_40,Q241|av_trust_5|av_trust_1|av_trust_2|av_trust_3|av_trust_4,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2024-05-09 09:50:47,2024-05-09 09:55:23,0,50.75.183.146,100,275,1,2024-05-09 09:55:24,R_2sdRX1cKUEA2dpo,,,,,42.8991,-78.8804,anonymous,EN,1,2,2,0,0,0,0,100,,,,,,,,,,28.028,30.019,70.724,2,60,10,20,100,40,70,2,1,2,30,1,,40,5,,FL_40,Q241|av_trust_1|av_trust_2|av_trust_3|av_trust_4|av_trust_5,,,Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue,Q71|vB_cntrfctl|avoid|vA_cntrfctl
2024-05-09 09:43:08,2024-05-09 09:56:02,0,50.75.223.186,100,774,1,2024-05-09 09:56:03,R_3OUff3BWG0vgiXN,,,,,40.7809,-73.9502,anonymous,EN,1,2,2,50,70,54,19,33,,,,,,,,,,0,0,49.703,0,68,8,1,93,25,8,2,1,2,17,1,,42,4,,FL_40,Q241|av_trust_5|av_trust_3|av_trust_4|av_trust_2|av_trust_1,,,Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue,Q71|avoid|vB_cntrfctl|vA_cntrfctl
2024-05-09 09:49:45,2024-05-09 09:56:18,0,67.185.246.94,100,392,1,2024-05-09 09:56:18,R_35EAPdt5EfgcWdH,,,,,47.5579,-122.1633,anonymous,EN,1,2,2,30,10,30,30,70,,,,,,,,,,14.12,44.495,45.401,3,100,0,50,90,50,70,2,1,2,0,1,,54,3,,FL_40,Q241|av_trust_1|av_trust_5|av_trust_3|av_trust_2|av_trust_4,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2024-05-09 09:50:29,2024-05-09 09:56:18,0,174.69.227.90,100,349,1,2024-05-09 09:56:19,R_21Mw89tteIGy0Tv,,,,,30.0053,-91.8226,anonymous,EN,1,2,2,0,0,0,100,100,,,,,,,,,,0,0,62.07,0,100,0,100,50,50,50,2,1,2,50,2,,42,2,,FL_40,Q241|av_trust_3|av_trust_4|av_trust_2|av_trust_1|av_trust_5,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:53:59,2024-05-09 09:57:44,0,198.99.91.32,100,224,1,2024-05-09 09:57:44,R_3nwPtdKUVCgQSHd,,,,,40.9219,-98.3448,anonymous,EN,1,2,2,8,5,5,13,90,,,,,,,,,,0,0,40.08,0,90,8,30,91,76,75,2,1,2,0,2,,44,2,,FL_40,Q241|av_trust_5|av_trust_1|av_trust_2|av_trust_4|av_trust_3,,,Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2024-05-09 09:51:55,2024-05-09 09:57:51,0,98.122.24.46,100,355,1,2024-05-09 09:57:52,R_1TArZHLkwJ9wtcR,,,,,33.9133,-80.3587,anonymous,EN,1,2,2,30,40,40,40,75,0,0,64.954,0,100,70,100,75,70,,,,,,,,,,,1,1,2,30,1,,50,4,,FL_39,Q241|av_trust_5|av_trust_4|av_trust_2|av_trust_3|av_trust_1,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2024-05-09 09:54:40,2024-05-09 09:58:45,0,70.56.193.110,100,245,1,2024-05-09 09:58:46,R_3HiZzbZ1rJvCoMh,,,,,45.7511,-121.4723,anonymous,EN,1,2,2,39,29,13,24,92,2.8,3.118,41.031,2,80,81,75,75,65,,,,,,,,,,,1,1,2,14,2,,31,1,,FL_39,Q241|av_trust_2|av_trust_3|av_trust_5|av_trust_4|av_trust_1,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2024-05-09 09:54:49,2024-05-09 09:58:51,0,206.51.157.133,100,242,1,2024-05-09 09:58:51,R_3HoY7oLXpglIjUU,,,,,40.4351,-84.3814,anonymous,EN,1,2,2,31,40,30,59,81,,,,,,,,,,0,0,46.384,0,100,0,0,100,40,70,2,1,2,10,1,,25,4,,FL_40,Q241|av_trust_3|av_trust_5|av_trust_4|av_trust_1|av_trust_2,,,Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:52:48,2024-05-09 09:58:57,0,160.76.8.1,100,368,1,2024-05-09 09:58:57,R_7LH8cZYvNMw6Ery,,,,,41.268,-96.1156,anonymous,EN,1,2,2,28,50,13,50,36,0,0,57.408,0,79,54,100,68,75,,,,,,,,,,,1,1,2,50,2,,37,4,,FL_39,Q241|av_trust_3|av_trust_1|av_trust_2|av_trust_5|av_trust_4,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV,,
2024-05-09 09:55:53,2024-05-09 09:59:04,0,24.45.155.43,100,191,1,2024-05-09 09:59:05,R_2bjrhMpRFJJ8hHz,,,,,40.7606,-72.9844,anonymous,EN,1,2,2,70,70,70,70,30,,,,,,,,,,0,0,26.466,0,100,100,100,100,60,60,2,1,2,0,1,,45,4,,FL_40,Q241|av_trust_1|av_trust_4|av_trust_3|av_trust_5|av_trust_2,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2024-05-09 09:56:45,2024-05-09 09:59:14,0,174.175.198.17,100,149,1,2024-05-09 09:59:15,R_1fIJ0unb4xOhLMS,,,,,40.8974,-77.7722,anonymous,EN,1,2,2,41,65,59,43,62,0,0,5.551,0,76,66,86,73,71,,,,,,,,,,,1,1,2,61,1,,39,3,,FL_39,Q241|av_trust_2|av_trust_4|av_trust_5|av_trust_3|av_trust_1,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2024-05-09 09:52:43,2024-05-09 09:59:32,0,73.41.103.239,100,408,1,2024-05-09 09:59:32,R_2OJWS9WQTwIqF84,,,,,38.6711,-121.1495,anonymous,EN,1,2,2,0,0,0,0,100,,,,,,,,,,74.135,89.358,103.022,2,100,0,0,100,0,50,2,1,2,50,2,,52,4,,FL_40,Q241|av_trust_3|av_trust_4|av_trust_2|av_trust_1|av_trust_5,,,Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2024-05-09 09:54:22,2024-05-09 09:59:37,0,47.45.208.101,100,314,1,2024-05-09 09:59:38,R_3EHq7eGQGyBAOkD,,,,,44.5251,-109.0849,anonymous,EN,1,2,2,20,10,50,0,91,,,,,,,,,,0,0,57.665,0,100,0,100,100,100,100,2,1,2,0,1,,49,4,,FL_40,Q241|av_trust_2|av_trust_1|av_trust_3|av_trust_4|av_trust_5,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|avoid|vA_cntrfctl|vB_cntrfctl
2024-05-09 09:55:40,2024-05-09 09:59:39,0,73.118.167.92,100,238,1,2024-05-09 09:59:39,R_1aWEDdvut3EsPCa,,,,,47.0111,-122.875,anonymous,EN,1,2,2,35,36,44,39,61,0,0,55.234,0,81,56,96,58,58,,,,,,,,,,,1,1,2,23,2,,24,1,,FL_39,Q241|av_trust_2|av_trust_5|av_trust_4|av_trust_3|av_trust_1,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV,,
2024-05-09 09:54:37,2024-05-09 10:00:31,0,162.195.117.170,100,353,1,2024-05-09 10:00:31,R_3MU7BB9diPPgRGN,,,,,25.9487,-80.2819,anonymous,EN,1,2,2,9,31,21,81,61,,,,,,,,,,0,0,37.287,0,19,0,100,100,71,71,2,1,2,30,1,,62,3,,FL_40,Q241|av_trust_4|av_trust_1|av_trust_3|av_trust_5|av_trust_2,,,Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:54:01,2024-05-09 10:00:35,0,24.170.233.89,100,394,1,2024-05-09 10:00:36,R_3K8CBS4ZsdtOUxN,,,,,39.6343,-77.7337,anonymous,EN,1,2,2,52,67,39,44,50,42.697,81.25,84.621,2,100,20,100,40,20,,,,,,,,,,,1,1,2,20,2,,36,4,,FL_39,Q241|av_trust_1|av_trust_5|av_trust_4|av_trust_3|av_trust_2,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:56:53,2024-05-09 10:00:40,0,172.3.7.6,100,226,1,2024-05-09 10:00:41,R_27kxWCZFGbUYMQb,,,,,33.8206,-118.034,anonymous,EN,1,2,2,0,0,0,0,100,0,0,39.325,0,100,0,100,0,0,,,,,,,,,,,1,1,2,30,1,,41,4,,FL_39,Q241|av_trust_2|av_trust_3|av_trust_4|av_trust_5|av_trust_1,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV,,
2024-05-09 09:48:16,2024-05-09 10:00:54,0,75.196.46.228,100,758,1,2024-05-09 10:00:55,R_3b2yGmKR9tiSNg3,,,,,43.0757,-87.9403,anonymous,EN,1,2,2,70,70,40,40,85,0,0,104.964,0,95,0,100,0,0,,,,,,,,,,,1,1,2,0,2,,52,2,,FL_39,Q241|av_trust_3|av_trust_5|av_trust_4|av_trust_2|av_trust_1,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV,,
2024-05-09 09:56:36,2024-05-09 10:01:10,0,72.187.170.7,100,274,1,2024-05-09 10:01:11,R_13r7eajR9SJC7NG,,,,,27.8996,-82.004,anonymous,EN,1,2,2,50,50,40,40,60,,,,,,,,,,0,0,33.736,0,100,30,70,100,65,77,2,1,2,36,1,,37,7,,FL_40,Q241|av_trust_3|av_trust_1|av_trust_5|av_trust_2|av_trust_4,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|vB_cntrfctl|avoid|vA_cntrfctl
2024-05-09 09:56:53,2024-05-09 10:01:30,0,136.24.164.10,100,276,1,2024-05-09 10:01:31,R_5dTc6KjU0W8r0JP,,,,,37.7642,-122.3993,anonymous,EN,1,2,2,55,55,45,55,45,0,0,67.077,0,95,95,80,20,30,,,,,,,,,,,1,1,2,10,1,,30,3,,FL_39,Q241|av_trust_2|av_trust_5|av_trust_4|av_trust_3|av_trust_1,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV,,
2024-05-09 09:58:32,2024-05-09 10:01:54,0,71.153.245.128,100,201,1,2024-05-09 10:01:55,R_7E4AYCFZdNnbFWp,,,,,29.8331,-95.7498,anonymous,EN,1,2,2,0,27,0,50,93,0,0,34.779,0,100,50,100,80,70,,,,,,,,,,,1,1,2,50,2,,40,4,,FL_39,Q241|av_trust_2|av_trust_5|av_trust_4|av_trust_1|av_trust_3,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV,,
2024-05-09 09:59:42,2024-05-09 10:01:59,0,131.107.147.211,100,136,1,2024-05-09 10:01:59,R_7dEw9qbCqZEcuNz,,,,,47.6722,-122.1257,anonymous,EN,1,2,2,38,35,36,41,36,,,,,,,,,,0,0,6.536,0,73,85,75,67,52,60,1,1,2,26,1,,32,4,,FL_40,Q241|av_trust_5|av_trust_3|av_trust_2|av_trust_4|av_trust_1,,,Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2024-05-09 09:55:53,2024-05-09 10:02:46,0,71.176.247.74,100,413,1,2024-05-09 10:02:47,R_3X1KCqsddadEs7m,,,,,37.4365,-77.4807,anonymous,EN,1,2,2,30,50,40,40,40,,,,,,,,,,56.202,57.486,70.861,2,100,0,70,100,60,50,2,1,2,70,1,,65,4,,FL_40,Q241|av_trust_1|av_trust_4|av_trust_3|av_trust_2|av_trust_5,,,Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue,Q71|vB_cntrfctl|avoid|vA_cntrfctl
2024-05-09 09:58:22,2024-05-09 10:02:48,0,139.190.125.67,100,266,1,2024-05-09 10:02:48,R_7rVz5xYN7VMJtlD,,,,,40.7064,-73.9473,anonymous,EN,1,2,2,71,90,80,89,14,,,,,,,,,,0,0,8.001,0,81,90,92,87,89,81,1,2,1,91,2,,27,4,,FL_40,Q241|av_trust_3|av_trust_4|av_trust_1|av_trust_2|av_trust_5,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|avoid|vA_cntrfctl|vB_cntrfctl
2024-05-09 10:01:28,2024-05-09 10:04:21,0,63.116.49.146,100,172,1,2024-05-09 10:04:21,R_52cjFrC9JVvq5Ut,,,,,40.7279,-73.9966,anonymous,EN,1,2,2,36,67,39,65,71,0,0,9.302,0,33,67,77,68,40,,,,,,,,,,,1,1,2,64,1,,29,4,,FL_39,Q241|av_trust_2|av_trust_3|av_trust_4|av_trust_5|av_trust_1,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV,,
2024-05-09 10:01:43,2024-05-09 10:04:23,0,172.254.203.122,100,159,1,2024-05-09 10:04:23,R_2lRAwrwfQG558jd,,,,,40.7653,-73.9589,anonymous,EN,1,2,2,70,71,67,73,74,,,,,,,,,,1.682,14.175,14.891,6,79,0,16,80,23,21,2,2,2,82,1,,23,4,,FL_40,Q241|av_trust_1|av_trust_3|av_trust_2|av_trust_5|av_trust_4,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2024-05-09 09:59:34,2024-05-09 10:04:41,0,134.6.102.144,100,307,1,2024-05-09 10:04:42,R_4CxyHFUItR8JZyK,,,,,36.9456,-76.254,anonymous,EN,1,2,2,7,19,12,32,70,3.066,40.998,44,11,80,23,100,36,25,,,,,,,,,,,1,1,2,6,1,,49,4,,FL_39,Q241|av_trust_5|av_trust_1|av_trust_4|av_trust_2|av_trust_3,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV,,
2024-05-09 10:02:49,2024-05-09 10:07:06,0,35.145.130.13,100,256,1,2024-05-09 10:07:07,R_3Gs9nUild12X6et,,,,,28.9107,-81.1957,anonymous,EN,1,2,2,80,70,90,71,40,0,0,33.37,0,100,0,100,80,75,,,,,,,,,,,1,1,2,30,1,,24,3,,FL_39,Q241|av_trust_4|av_trust_5|av_trust_2|av_trust_1|av_trust_3,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2024-05-09 10:03:37,2024-05-09 10:07:19,0,73.222.31.107,100,221,1,2024-05-09 10:07:19,R_2SpjbqbNwCP0Nfb,,,,,37.3083,-121.9643,anonymous,EN,1,2,2,11,60,0,0,100,0,0,44.16,0,100,78,90,88,100,,,,,,,,,,,1,1,1,62,1,,38,4,,FL_39,Q241|av_trust_4|av_trust_3|av_trust_1|av_trust_5|av_trust_2,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2024-05-09 09:26:38,2024-05-09 10:08:39,0,174.249.177.154,100,2520,1,2024-05-09 10:08:40,R_1mz7h951Bh9uSER,,,,,33.8621,-84.4198,anonymous,EN,1,2,2,34,46,55,58,68,,,,,,,,,,0,0,6.782,0,56,35,40,69,50,44,2,1,2,56,1,,27,4,,FL_40,Q241|av_trust_4|av_trust_3|av_trust_1|av_trust_5|av_trust_2,,,Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 10:06:27,2024-05-09 10:09:04,0,68.205.193.51,100,156,1,2024-05-09 10:09:05,R_7QG6nYkb2LWiPaG,,,,,28.4986,-81.5353,anonymous,EN,1,2,2,33,22,15,35,61,0,0,29.619,0,98,94,100,100,94,,,,,,,,,,,1,1,2,31,2,,33,5,,FL_39,Q241|av_trust_5|av_trust_3|av_trust_4|av_trust_1|av_trust_2,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:59:59,2024-05-09 10:10:24,0,108.224.147.176,100,625,1,2024-05-09 10:10:25,R_3mg5BKKE50X3i5H,,,,,26.2729,-80.26,anonymous,EN,1,2,2,20,40,10,19,91,,,,,,,,,,0,0,51.646,0,80,91,92,43,82,100,1,1,2,72,1,,52,4,,FL_40,Q241|av_trust_1|av_trust_2|av_trust_5|av_trust_4|av_trust_3,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|avoid|vB_cntrfctl|vA_cntrfctl
2024-05-09 10:09:52,2024-05-09 10:10:28,0,71.59.183.126,100,36,1,2024-05-09 10:10:29,R_5JmIvWGri0Vvcxv,,,,,46.1478,-122.9711,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 10:03:55,2024-05-09 10:10:40,0,208.207.135.139,100,405,1,2024-05-09 10:10:41,R_5iW0sbmX0cF5uaR,,,,,40.7637,-73.7695,anonymous,EN,1,2,2,82,62,69,84,81,0,0,4.679,0,82,64,76,69,84,,,,,,,,,,,1,2,1,91,,,35,4,,FL_39,Q241|av_trust_5|av_trust_3|av_trust_4|av_trust_1|av_trust_2,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV,,
2024-05-09 10:08:47,2024-05-09 10:11:20,0,24.130.11.219,100,152,1,2024-05-09 10:11:21,R_2hGCzrOKNXajP6E,,,,,37.2507,-121.836,anonymous,EN,1,2,2,32,51,87,87,28,0,0,29.318,0,87,0,100,0,0,,,,,,,,,,,1,1,2,62,1,,30,4,,FL_39,Q241|av_trust_4|av_trust_3|av_trust_1|av_trust_5|av_trust_2,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV,,
2024-05-09 10:06:58,2024-05-09 10:12:06,0,66.211.116.112,100,307,1,2024-05-09 10:12:06,R_5Jyi1Pe0SiT8I6M,,,,,34.284,-88.3905,anonymous,EN,1,2,2,30,10,0,0,90,,,,,,,,,,0,0,39.235,0,76,0,30,100,70,40,2,1,2,40,1,,41,2,,FL_40,Q241|av_trust_2|av_trust_5|av_trust_3|av_trust_1|av_trust_4,,,Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue,Q71|avoid|vA_cntrfctl|vB_cntrfctl
2024-05-09 10:08:11,2024-05-09 10:12:08,0,50.254.20.2,100,236,1,2024-05-09 10:12:08,R_31LjwhFvuXLpBcZ,,,,,41.9928,-87.8054,anonymous,EN,1,2,2,20,30,60,60,90,,,,,,,,,,0,0,45.142,0,90,0,10,100,29,20,2,1,2,20,2,,52,2,,FL_40,Q241|av_trust_4|av_trust_2|av_trust_5|av_trust_3|av_trust_1,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2024-05-09 10:09:13,2024-05-09 10:12:18,0,208.95.130.2,100,184,1,2024-05-09 10:12:18,R_7YzqCz9xEMWMcI9,,,,,29.8715,-90.07,anonymous,EN,1,2,2,0,0,0,0,100,,,,,,,,,,0,0,30.052,0,100,10,30,95,90,55,2,1,2,20,1,,52,7,,FL_40,Q241|av_trust_2|av_trust_4|av_trust_3|av_trust_1|av_trust_5,,,Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2024-05-09 10:09:37,2024-05-09 10:12:54,0,71.15.83.48,100,197,1,2024-05-09 10:12:55,R_370RCLKfAlbZUoF,,,,,34.9446,-82.2214,anonymous,EN,1,2,2,4,6,3,9,100,0,0,38.063,0,10,0,30,10,20,,,,,,,,,,,1,1,2,22,1,,47,5,,FL_39,Q241|av_trust_4|av_trust_5|av_trust_2|av_trust_1|av_trust_3,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2024-05-09 10:10:54,2024-05-09 10:13:48,0,65.132.86.170,100,173,1,2024-05-09 10:13:48,R_2OVy2jz7AsWnTrP,,,,,40.0622,-105.0653,anonymous,EN,1,2,2,3,10,4,10,97,0,0,29.778,0,99,27,100,43,41,,,,,,,,,,,1,1,2,24,2,,39,4,,FL_39,Q241|av_trust_4|av_trust_1|av_trust_3|av_trust_5|av_trust_2,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV,,
2024-05-09 10:07:23,2024-05-09 10:13:58,0,98.207.119.253,100,394,1,2024-05-09 10:13:58,R_3YsvHZj5bymMEHQ,,,,,37.6736,-122.0944,anonymous,EN,1,2,2,29,60,18,29,70,,,,,,,,,,0,0,54.307,0,100,0,1,99,0,71,2,1,2,9,2,,45,8,2 year Associate of Applied Science at a State College,FL_40,Q241|av_trust_3|av_trust_2|av_trust_1|av_trust_4|av_trust_5,,,Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2024-05-09 10:11:03,2024-05-09 10:14:45,0,174.50.171.75,100,221,1,2024-05-09 10:14:45,R_2FCypEwJPAW1SZV,,,,,39.1667,-121.5048,anonymous,EN,1,2,2,60,50,85,90,25,,,,,,,,,,0,0,30.943,0,90,0,30,100,40,55,2,1,2,20,2,,22,4,,FL_40,Q241|av_trust_3|av_trust_4|av_trust_5|av_trust_1|av_trust_2,,,Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue,Q71|avoid|vB_cntrfctl|vA_cntrfctl
2024-05-09 10:14:38,2024-05-09 10:16:37,0,45.131.195.152,100,118,1,2024-05-09 10:16:37,R_530CCyXgOzJKIOR,,,,,40.7876,-74.06,anonymous,EN,1,2,2,100,100,100,100,0,,,,,,,,,,0,0,10.379,0,100,80,80,100,50,40,1,1,2,0,1,,47,3,,FL_40,Q241|av_trust_3|av_trust_4|av_trust_1|av_trust_5|av_trust_2,,,Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue,Q71|vB_cntrfctl|avoid|vA_cntrfctl
